00010100110111   00110   00100,0100 hit 
00010100110111   01010   00100,0100 hit 
00010100110111   01110   00100,0100 hit 
00010100110111   10010   00100,0100 hit 
00010100110111   10110   00100,0100 hit 
00010100110111   11010   00100,0100 hit 
00010100110111   11110   00100,0100 hit 
00010100111000   00010   00100,0100 hit 
00010100110111   00110   01000,0100 hit 
00010100110111   01010   01000,0100 hit 
00010100110111   01110   01000,0100 hit 
00010100110111   10010   01000,0100 hit 
00010100110111   10110   01000,0100 hit 
00010100110111   11010   01000,0100 hit 
00010100110111   11110   01000,0100 hit 
00010100111000   00010   01000,0100 hit 
00010100110111   00110   01100,0100 hit 
00010100110111   01010   01100,0100 hit 
00010100110111   01110   01100,0100 hit 
00010100110111   10010   01100,0100 hit 
00010100110111   10110   01100,0100 hit 
00010100110111   11010   01100,0100 hit 
00010100110111   11110   01100,0100 hit 
00010100111000   00010   01100,0100 hit 
00010100110111   00110   10000,0100 hit 
00010100110111   01010   10000,0100 hit 
00010100110111   01110   10000,0100 hit 
00010100110111   10010   10000,0100 hit 
00010100110111   10110   10000,0100 hit 
00010100110111   11010   10000,0100 hit 
00010100110111   11110   10000,0100 hit 
00010100111000   00010   10000,0100 hit 
00010100110111   00110   10100,0100 hit 
00010100110111   01010   10100,0100 hit 
00010100110111   01110   10100,0100 hit 
00010100110111   10010   10100,0100 hit 
00010100110111   10110   10100,0100 hit 
00010100110111   11010   10100,0100 hit 
00010100110111   11110   10100,0100 hit 
00010100111000   00010   10100,0100 hit 
00010100110111   00110   11000,0100 hit 
00010100110111   01010   11000,0100 hit 
00010100110111   01110   11000,0100 hit 
00010100110111   10010   11000,0100 hit 
00010100110111   10110   11000,0100 hit 
00010100110111   11010   11000,0100 hit 
00010100110111   11110   11000,0100 hit 
00010100111000   00010   11000,0100 hit 
00010100110111   00110   11100,0100 hit 
00010100110111   01010   11100,0100 hit 
00010100110111   01110   11100,0100 hit 
00010100110111   10010   11100,0100 hit 
00010100110111   10110   11100,0100 hit 
00010100110111   11010   11100,0100 hit 
00010100110111   11110   11100,0100 hit 
00010100111000   00010   11100,0100 hit 
00010100110100   00111   00000,0100 miss eviction 
00010100110100   01011   00000,0100 miss eviction 
00010100110100   01111   00000,0100 miss eviction 
00010100110100   10011   00000,0100 miss eviction 
00010100110100   10111   00000,0100 miss eviction 
00010100110100   11011   00000,0100 miss eviction 
00010100110100   11111   00000,0100 miss eviction 
00010100110101   00011   00000,0100 miss eviction 
00010100110100   00111   00100,0100 hit 
00010100110100   01011   00100,0100 hit 
00010100110100   01111   00100,0100 hit 
00010100110100   10011   00100,0100 hit 
00010100110100   10111   00100,0100 hit 
00010100110100   11011   00100,0100 hit 
00010100110100   11111   00100,0100 hit 
00010100110101   00011   00100,0100 hit 
00010100110100   00111   01000,0100 hit 
00010100110100   01011   01000,0100 hit 
00010100110100   01111   01000,0100 hit 
00010100110100   10011   01000,0100 hit 
00010100110100   10111   01000,0100 hit 
00010100110100   11011   01000,0100 hit 
00010100110100   11111   01000,0100 hit 
00010100110101   00011   01000,0100 hit 
00010100110100   00111   01100,0100 hit 
00010100110100   01011   01100,0100 hit 
00010100110100   01111   01100,0100 hit 
00010100110100   10011   01100,0100 hit 
00010100110100   10111   01100,0100 hit 
00010100110100   11011   01100,0100 hit 
00010100110100   11111   01100,0100 hit 
00010100110101   00011   01100,0100 hit 
00010100110100   00111   10000,0100 hit 
00010100110100   01011   10000,0100 hit 
00010100110100   01111   10000,0100 hit 
00010100110100   10011   10000,0100 hit 
00010100110100   10111   10000,0100 hit 
00010100110100   11011   10000,0100 hit 
00010100110100   11111   10000,0100 hit 
00010100110101   00011   10000,0100 hit 
00010100110100   00111   10100,0100 hit 
00010100110100   01011   10100,0100 hit 
00010100110100   01111   10100,0100 hit 
00010100110100   10011   10100,0100 hit 
00010100110100   10111   10100,0100 hit 
00010100110100   11011   10100,0100 hit 
00010100110100   11111   10100,0100 hit 
00010100110101   00011   10100,0100 hit 
00010100110100   00111   11000,0100 hit 
00010100110100   01011   11000,0100 hit 
00010100110100   01111   11000,0100 hit 
00010100110100   10011   11000,0100 hit 
00010100110100   10111   11000,0100 hit 
00010100110100   11011   11000,0100 hit 
00010100110100   11111   11000,0100 hit 
00010100110101   00011   11000,0100 hit 
00010100110100   00111   11100,0100 hit 
00010100110100   01011   11100,0100 hit 
00010100110100   01111   11100,0100 hit 
00010100110100   10011   11100,0100 hit 
00010100110100   10111   11100,0100 hit 
00010100110100   11011   11100,0100 hit 
00010100110100   11111   11100,0100 hit 
00010100110101   00011   11100,0100 hit 
00010100110101   00111   00000,0100 miss eviction 
00010100110101   01011   00000,0100 miss eviction 
00010100110101   01111   00000,0100 miss eviction 
00010100110101   10011   00000,0100 miss eviction 
00010100110101   10111   00000,0100 miss eviction 
00010100110101   11011   00000,0100 miss eviction 
00010100110101   11111   00000,0100 miss eviction 
00010100110110   00011   00000,0100 miss eviction 
00010100110101   00111   00100,0100 miss eviction 
00010100110101   01011   00100,0100 miss eviction 
00010100110101   01111   00100,0100 hit 
00010100110101   10011   00100,0100 hit 
00010100110101   10111   00100,0100 hit 
00010100110101   11011   00100,0100 hit 
00010100110101   11111   00100,0100 hit 
00010100110110   00011   00100,0100 hit 
00010100110101   00111   01000,0100 hit 
00010100110101   01011   01000,0100 miss eviction 
00010100110101   01111   01000,0100 miss eviction 
00010100110101   10011   01000,0100 hit 
00010100110101   10111   01000,0100 hit 
00010100110101   11011   01000,0100 hit 
00010100110101   11111   01000,0100 hit 
00010100110110   00011   01000,0100 hit 
00010100110101   00111   01100,0100 hit 
00010100110101   01011   01100,0100 hit 
00010100110101   01111   01100,0100 miss eviction 
00010100110101   10011   01100,0100 miss eviction 
00010100110101   10111   01100,0100 hit 
00010100110101   11011   01100,0100 hit 
00010100110101   11111   01100,0100 hit 
